year,spatial_unit,age,nat,sex,n_jan,births,hist_imm_nat_n,hist_imm_int_n,hist_imm_sub_n,hist_emi_sub_n
2022,2,60,int,f,303,0,2,3,7,5
2022,2,61,int,f,264,0,4,2,5,6
2022,2,62,int,f,275,0,5,4,8,7
2022,2,63,int,f,244,0,2,0,6,10
2022,2,64,int,f,213,0,3,3,4,3
2022,2,65,int,f,185,0,1,4,5,4
2022,2,66,int,f,178,0,2,3,5,4
2022,2,67,int,f,182,0,2,6,2,2
2022,2,68,int,f,197,0,1,1,1,3
2022,2,69,int,f,156,0,4,3,1,1
2022,2,70,int,f,157,0,0,1,1,2
2022,2,71,int,f,163,0,0,2,1,2
2022,2,72,int,f,130,0,1,2,4,3
2022,2,73,int,f,137,0,0,4,2,0
2022,2,74,int,f,124,0,3,0,1,4
2022,2,75,int,f,90,0,0,0,2,0
2022,2,76,int,f,107,0,0,1,1,1
2022,2,77,int,f,81,0,0,0,1,1
2022,2,78,int,f,89,0,0,0,2,1
2022,2,79,int,f,73,0,0,0,3,2
2022,2,80,int,f,89,0,0,2,0,1
2022,2,81,int,f,70,0,1,0,0,0
2022,2,82,int,f,78,0,1,1,2,2
2022,2,83,int,f,81,0,0,1,0,0
2022,2,84,int,f,57,0,1,1,0,1
2022,2,85,int,f,60,0,0,0,0,0
2022,2,86,int,f,29,0,0,0,0,1
2022,2,87,int,f,35,0,0,1,2,1
2022,2,88,int,f,27,0,0,0,1,2
2022,2,89,int,f,25,0,0,0,0,0
2022,2,90,int,f,11,0,0,0,0,0
2022,2,91,int,f,17,0,0,0,0,0
2022,2,92,int,f,9,0,1,0,0,0
2022,2,93,int,f,7,0,0,0,1,0
2022,2,94,int,f,3,0,0,0,0,0
2022,2,95,int,f,6,0,0,0,0,0
2022,2,96,int,f,2,0,0,0,0,0
2022,2,97,int,f,0,0,0,1,0,0
2022,2,98,int,f,0,0,0,1,0,0
2022,2,99,int,f,4,0,0,0,0,0
2022,2,100,int,f,1,0,0,0,0,0
2023,2,0,ch,m,0,646,24,3,21,12
2023,2,1,ch,m,675,0,24,6,58,50
2023,2,2,ch,m,831,0,22,1,52,56
2023,2,3,ch,m,734,0,14,0,45,48
2023,2,4,ch,m,752,0,23,2,36,31
2023,2,5,ch,m,773,0,14,0,13,15
2023,2,6,ch,m,761,0,8,2,12,16
2023,2,7,ch,m,730,0,15,1,8,11
2023,2,8,ch,m,757,0,13,1,10,10
2023,2,9,ch,m,783,0,9,1,7,10
2023,2,10,ch,m,771,0,5,2,6,6
2023,2,11,ch,m,767,0,6,2,7,8
2023,2,12,ch,m,736,0,8,1,10,9
2023,2,13,ch,m,731,0,6,1,9,7
2023,2,14,ch,m,726,0,5,1,13,12
2023,2,15,ch,m,765,0,4,0,9,9
2023,2,16,ch,m,718,0,6,2,16,14
2023,2,17,ch,m,766,0,3,1,8,10
2023,2,18,ch,m,715,0,5,1,16,18
2023,2,19,ch,m,768,0,9,4,19,12
2023,2,20,ch,m,755,0,13,2,28,28
2023,2,21,ch,m,683,0,10,2,36,39
2023,2,22,ch,m,672,0,20,5,36,39
2023,2,23,ch,m,756,0,25,2,56,67
2023,2,24,ch,m,738,0,29,2,55,60
2023,2,25,ch,m,694,0,41,5,96,88
2023,2,26,ch,m,743,0,46,2,64,89
2023,2,27,ch,m,788,0,58,4,73,104
2023,2,28,ch,m,724,0,40,2,61,78
2023,2,29,ch,m,727,0,39,4,83,71
2023,2,30,ch,m,755,0,52,1,76,76
2023,2,31,ch,m,810,0,49,1,91,88
2023,2,32,ch,m,776,0,45,1,75,84
2023,2,33,ch,m,793,0,31,2,64,73
2023,2,34,ch,m,840,0,46,3,67,81
2023,2,35,ch,m,824,0,30,0,56,64
2023,2,36,ch,m,802,0,40,1,41,44
2023,2,37,ch,m,841,0,35,1,47,48
2023,2,38,ch,m,789,0,28,3,43,34
2023,2,39,ch,m,863,0,18,2,49,39
2023,2,40,ch,m,811,0,24,2,47,41
2023,2,41,ch,m,919,0,14,0,36,23
2023,2,42,ch,m,900,0,20,3,28,30
2023,2,43,ch,m,897,0,16,3,25,21
2023,2,44,ch,m,845,0,11,0,24,20
2023,2,45,ch,m,814,0,14,4,15,18
2023,2,46,ch,m,816,0,18,3,24,21
2023,2,47,ch,m,797,0,16,0,13,17
2023,2,48,ch,m,786,0,9,1,19,22
2023,2,49,ch,m,859,0,8,0,18,14
2023,2,50,ch,m,853,0,9,2,27,19
2023,2,51,ch,m,840,0,10,0,20,12
2023,2,52,ch,m,871,0,9,2,20,22
2023,2,53,ch,m,929,0,6,1,17,12
2023,2,54,ch,m,991,0,10,3,22,30
2023,2,55,ch,m,1035,0,14,0,19,22
2023,2,56,ch,m,1054,0,8,2,12,11
2023,2,57,ch,m,1083,0,17,0,21,25
2023,2,58,ch,m,1104,0,6,1,24,21
2023,2,59,ch,m,1040,0,12,0,19,19
2023,2,60,ch,m,1024,0,17,3,10,11
2023,2,61,ch,m,1011,0,6,0,10,13
2023,2,62,ch,m,960,0,8,2,16,9
2023,2,63,ch,m,937,0,5,1,16,12
2023,2,64,ch,m,892,0,6,1,5,16
2023,2,65,ch,m,881,0,11,4,11,18
2023,2,66,ch,m,867,0,8,3,14,9
2023,2,67,ch,m,855,0,6,1,10,12
2023,2,68,ch,m,824,0,4,1,11,10
2023,2,69,ch,m,780,0,2,0,7,9
2023,2,70,ch,m,771,0,5,0,8,8
2023,2,71,ch,m,679,0,3,0,6,8
2023,2,72,ch,m,703,0,2,1,5,10
2023,2,73,ch,m,713,0,3,0,7,5
2023,2,74,ch,m,725,0,2,1,10,6
2023,2,75,ch,m,672,0,2,0,6,3
2023,2,76,ch,m,671,0,4,2,11,6
2023,2,77,ch,m,668,0,4,0,0,5
2023,2,78,ch,m,618,0,4,2,11,12
2023,2,79,ch,m,626,0,1,1,2,9
2023,2,80,ch,m,555,0,0,1,5,5
2023,2,81,ch,m,531,0,1,0,2,2
2023,2,82,ch,m,426,0,1,0,5,6
2023,2,83,ch,m,344,0,0,0,3,6
2023,2,84,ch,m,301,0,0,0,2,1
2023,2,85,ch,m,325,0,1,0,6,5
2023,2,86,ch,m,281,0,1,1,2,4
2023,2,87,ch,m,248,0,1,0,3,2
2023,2,88,ch,m,207,0,0,0,1,0
2023,2,89,ch,m,179,0,0,0,2,2
2023,2,90,ch,m,144,0,0,0,1,4
2023,2,91,ch,m,134,0,1,0,1,0
2023,2,92,ch,m,119,0,0,0,2,3
2023,2,93,ch,m,74,0,0,0,2,1
2023,2,94,ch,m,52,0,0,0,2,0
2023,2,95,ch,m,46,0,0,0,0,0
2023,2,96,ch,m,30,0,0,0,1,1
2023,2,97,ch,m,19,0,0,0,0,0
2023,2,98,ch,m,9,0,0,0,0,0
2023,2,99,ch,m,5,0,0,0,0,0
2023,2,100,ch,m,5,0,0,0,0,0
2023,2,0,ch,f,0,663,18,1,20,33
2023,2,1,ch,f,653,0,18,3,51,45
2023,2,2,ch,f,698,0,28,3,41,44
2023,2,3,ch,f,659,0,25,0,27,27
2023,2,4,ch,f,698,0,26,4,25,26
2023,2,5,ch,f,674,0,8,1,20,15
2023,2,6,ch,f,729,0,8,2,10,12
2023,2,7,ch,f,742,0,10,1,9,10
2023,2,8,ch,f,668,0,3,0,7,11
2023,2,9,ch,f,695,0,5,1,8,6
2023,2,10,ch,f,695,0,4,2,5,10
2023,2,11,ch,f,695,0,6,2,9,6
2023,2,12,ch,f,674,0,3,1,9,10
2023,2,13,ch,f,787,0,3,0,10,9
2023,2,14,ch,f,729,0,2,2,5,7
2023,2,15,ch,f,747,0,1,0,7,8
2023,2,16,ch,f,693,0,4,3,6,5
2023,2,17,ch,f,691,0,5,1,8,15
2023,2,18,ch,f,684,0,4,0,14,19
2023,2,19,ch,f,729,0,12,0,21,27
2023,2,20,ch,f,681,0,27,5,42,46
2023,2,21,ch,f,642,0,25,2,43,55
2023,2,22,ch,f,692,0,29,1,63,55
2023,2,23,ch,f,725,0,50,1,70,64
2023,2,24,ch,f,731,0,46,6,87,81
2023,2,25,ch,f,733,0,63,3,90,90
2023,2,26,ch,f,735,0,56,0,98,107
2023,2,27,ch,f,736,0,60,2,83,92
2023,2,28,ch,f,746,0,51,4,91,84
2023,2,29,ch,f,766,0,61,1,80,91
2023,2,30,ch,f,771,0,55,4,79,81
2023,2,31,ch,f,831,0,50,2,95,97
2023,2,32,ch,f,801,0,38,2,61,62
2023,2,33,ch,f,878,0,27,3,71,60
2023,2,34,ch,f,825,0,37,1,63,62
2023,2,35,ch,f,889,0,32,3,61,53
2023,2,36,ch,f,860,0,30,0,43,39
2023,2,37,ch,f,847,0,22,3,39,45
2023,2,38,ch,f,832,0,26,0,37,41
2023,2,39,ch,f,857,0,20,4,40,41
2023,2,40,ch,f,820,0,17,0,46,28
2023,2,41,ch,f,934,0,13,0,26,25
2023,2,42,ch,f,892,0,14,2,28,28
2023,2,43,ch,f,883,0,11,6,17,23
2023,2,44,ch,f,894,0,22,1,27,14
2023,2,45,ch,f,788,0,10,1,23,22
2023,2,46,ch,f,861,0,7,3,17,15
2023,2,47,ch,f,895,0,10,1,26,17
2023,2,48,ch,f,835,0,19,0,13,25
2023,2,49,ch,f,840,0,6,1,15,17
2023,2,50,ch,f,840,0,9,1,18,19
2023,2,51,ch,f,905,0,8,1,16,26
2023,2,52,ch,f,983,0,12,1,26,24
2023,2,53,ch,f,1039,0,3,3,22,24
2023,2,54,ch,f,965,0,14,1,21,21
2023,2,55,ch,f,1083,0,6,3,28,26
2023,2,56,ch,f,1055,0,7,3,26,23
2023,2,57,ch,f,1095,0,16,1,22,22
2023,2,58,ch,f,1065,0,10,3,24,21
2023,2,59,ch,f,1127,0,17,2,21,21
2023,2,60,ch,f,1094,0,12,1,22,19
2023,2,61,ch,f,1079,0,11,1,17,15
2023,2,62,ch,f,1040,0,8,1,17,18
2023,2,63,ch,f,970,0,6,1,12,21
2023,2,64,ch,f,1007,0,11,1,26,26
2023,2,65,ch,f,958,0,3,1,11,11
2023,2,66,ch,f,878,0,7,0,18,11
2023,2,67,ch,f,910,0,4,0,11,11
2023,2,68,ch,f,910,0,3,2,7,9
2023,2,69,ch,f,844,0,5,0,15,11
2023,2,70,ch,f,858,0,5,0,8,12
2023,2,71,ch,f,805,0,2,0,12,9
2023,2,72,ch,f,788,0,4,1,9,14
2023,2,73,ch,f,794,0,4,1,7,11
2023,2,74,ch,f,807,0,2,0,4,10
2023,2,75,ch,f,772,0,3,0,7,9
2023,2,76,ch,f,800,0,1,1,11,15
2023,2,77,ch,f,706,0,2,1,7,6
2023,2,78,ch,f,726,0,5,1,7,5
2023,2,79,ch,f,690,0,2,1,5,13
2023,2,80,ch,f,717,0,3,0,4,11
2023,2,81,ch,f,615,0,1,2,3,4
2023,2,82,ch,f,554,0,3,0,7,7
2023,2,83,ch,f,451,0,1,0,4,4
2023,2,84,ch,f,436,0,0,0,4,3
2023,2,85,ch,f,410,0,0,0,9,8
2023,2,86,ch,f,389,0,0,0,7,4
2023,2,87,ch,f,371,0,5,0,5,8
2023,2,88,ch,f,285,0,0,0,5,6
2023,2,89,ch,f,310,0,0,0,3,2
2023,2,90,ch,f,255,0,0,0,4,5
2023,2,91,ch,f,254,0,1,0,7,4
2023,2,92,ch,f,195,0,1,0,5,8
2023,2,93,ch,f,136,0,0,0,2,3
2023,2,94,ch,f,132,0,0,0,4,5
2023,2,95,ch,f,96,0,0,0,4,3
2023,2,96,ch,f,81,0,0,0,0,2
2023,2,97,ch,f,60,0,0,0,1,2
2023,2,98,ch,f,34,0,0,0,0,0
2023,2,99,ch,f,18,0,0,0,0,0
2023,2,100,ch,f,39,0,0,0,0,0
2023,2,0,int,m,0,299,6,4,5,7
2023,2,1,int,m,332,0,13,16,23,23
2023,2,2,int,m,394,0,9,18,27,26
2023,2,3,int,m,391,0,9,25,20,15
2023,2,4,int,m,393,0,11,18,16,18
2023,2,5,int,m,378,0,4,22,20,20
2023,2,6,int,m,383,0,3,18,12,11
2023,2,7,int,m,421,0,5,12,10,11
2023,2,8,int,m,387,0,0,15,12,16
2023,2,9,int,m,386,0,1,18,17,16
2023,2,10,int,m,354,0,6,9,13,7
2023,2,11,int,m,378,0,3,16,8,10
2023,2,12,int,m,352,0,5,5,16,16
2023,2,13,int,m,346,0,3,11,13,10
2023,2,14,int,m,322,0,3,12,10,11
2023,2,15,int,m,349,0,3,15,11,14
2023,2,16,int,m,304,0,2,46,16,20
2023,2,17,int,m,365,0,2,75,25,59
2023,2,18,int,m,383,0,4,27,60,102
2023,2,19,int,m,315,0,4,21,28,27
2023,2,20,int,m,294,0,9,13,19,24
2023,2,21,int,m,302,0,12,30,33,24
2023,2,22,int,m,297,0,14,42,39,44
2023,2,23,int,m,346,0,23,45,43,44
2023,2,24,int,m,337,0,33,41,34,47
2023,2,25,int,m,399,0,23,58,71,67
2023,2,26,int,m,427,0,51,58,66,67
2023,2,27,int,m,498,0,36,51,79,76
2023,2,28,int,m,483,0,33,49,76,77
2023,2,29,int,m,516,0,36,57,68,74
2023,2,30,int,m,537,0,43,57,77,72
2023,2,31,int,m,551,0,58,44,69,55
2023,2,32,int,m,616,0,53,53,74,52
2023,2,33,int,m,682,0,28,33,69,53
2023,2,34,int,m,649,0,46,40,61,59
2023,2,35,int,m,665,0,47,39,62,60
2023,2,36,int,m,691,0,45,46,52,52
2023,2,37,int,m,677,0,22,42,44,49
2023,2,38,int,m,679,0,29,33,50,52
2023,2,39,int,m,710,0,44,26,58,46
2023,2,40,int,m,694,0,32,31,48,42
2023,2,41,int,m,704,0,27,30,46,36
2023,2,42,int,m,667,0,29,25,30,32
2023,2,43,int,m,660,0,32,22,41,43
2023,2,44,int,m,619,0,22,31,45,42
2023,2,45,int,m,644,0,24,23,30,38
2023,2,46,int,m,615,0,17,25,35,36
2023,2,47,int,m,590,0,15,26,25,29
2023,2,48,int,m,540,0,14,19,30,20
2023,2,49,int,m,537,0,23,22,23,27
2023,2,50,int,m,510,0,19,11,27,25
2023,2,51,int,m,529,0,15,18,21,26
2023,2,52,int,m,499,0,15,14,14,21
2023,2,53,int,m,469,0,15,15,23,16
2023,2,54,int,m,467,0,9,11,24,21
2023,2,55,int,m,477,0,21,17,18,15
2023,2,56,int,m,463,0,13,9,12,12
2023,2,57,int,m,419,0,10,10,16,13
2023,2,58,int,m,451,0,6,6,13,15
2023,2,59,int,m,435,0,10,5,12,18
2023,2,60,int,m,406,0,8,3,14,7
2023,2,61,int,m,368,0,2,1,8,4
2023,2,62,int,m,332,0,2,2,8,6
2023,2,63,int,m,319,0,2,1,11,11
2023,2,64,int,m,260,0,2,5,11,7
2023,2,65,int,m,249,0,5,4,4,5
2023,2,66,int,m,189,0,4,1,5,3
2023,2,67,int,m,217,0,1,2,2,2
2023,2,68,int,m,178,0,4,1,3,4
2023,2,69,int,m,194,0,2,0,4,3
2023,2,70,int,m,137,0,2,0,6,6
2023,2,71,int,m,152,0,0,1,3,2
2023,2,72,int,m,142,0,0,0,2,4
2023,2,73,int,m,161,0,2,0,1,5
2023,2,74,int,m,128,0,1,0,1,1
2023,2,75,int,m,135,0,3,0,0,0
2023,2,76,int,m,115,0,1,0,5,3
2023,2,77,int,m,100,0,1,1,1,5
2023,2,78,int,m,90,0,1,0,1,0
2023,2,79,int,m,99,0,0,0,0,0
2023,2,80,int,m,100,0,0,0,1,2
2023,2,81,int,m,89,0,1,1,1,1
2023,2,82,int,m,68,0,0,0,0,2
2023,2,83,int,m,90,0,0,0,0,0
2023,2,84,int,m,75,0,1,0,1,3
2023,2,85,int,m,60,0,1,0,0,0
2023,2,86,int,m,57,0,1,0,0,0
2023,2,87,int,m,43,0,0,0,0,0
2023,2,88,int,m,32,0,0,0,1,1
2023,2,89,int,m,24,0,0,0,0,1
2023,2,90,int,m,16,0,0,0,0,0
2023,2,91,int,m,10,0,0,0,0,0
2023,2,92,int,m,5,0,0,0,0,0
2023,2,93,int,m,3,0,0,0,0,0
2023,2,94,int,m,7,0,0,0,0,0
2023,2,95,int,m,2,0,0,0,0,0
2023,2,96,int,m,0,0,0,0,0,0
2023,2,97,int,m,2,0,0,0,0,0
2023,2,98,int,m,0,0,0,0,0,0
2023,2,99,int,m,0,0,0,0,0,0
2023,2,100,int,m,0,0,0,0,0,0
2023,2,0,int,f,0,279,4,6,14,11
2023,2,1,int,f,327,0,10,15,18,18
2023,2,2,int,f,363,0,14,20,18,21
2023,2,3,int,f,384,0,7,16,26,25
2023,2,4,int,f,377,0,7,17,14,20
2023,2,5,int,f,354,0,7,19,16,18
2023,2,6,int,f,359,0,6,18,15,15
2023,2,7,int,f,384,0,4,16,13,12
2023,2,8,int,f,343,0,3,17,15,23
2023,2,9,int,f,327,0,5,15,11,8
2023,2,10,int,f,358,0,0,9,17,11
2023,2,11,int,f,354,0,5,16,12,12
2023,2,12,int,f,332,0,2,14,8,6
2023,2,13,int,f,319,0,1,16,12,11
2023,2,14,int,f,302,0,1,12,13,6
2023,2,15,int,f,301,0,4,6,12,9
2023,2,16,int,f,277,0,3,14,10,6
2023,2,17,int,f,262,0,2,5,16,16
2023,2,18,int,f,291,0,3,7,14,12
2023,2,19,int,f,264,0,9,17,16,17
2023,2,20,int,f,242,0,10,17,14,15
2023,2,21,int,f,241,0,16,29,17,29
2023,2,22,int,f,255,0,21,34,30,21
2023,2,23,int,f,287,0,19,38,37,35
2023,2,24,int,f,312,0,24,43,51,43
2023,2,25,int,f,343,0,28,48,51,50
2023,2,26,int,f,356,0,28,45,38,47
2023,2,27,int,f,424,0,25,54,42,50
2023,2,28,int,f,449,0,30,38,40,30
2023,2,29,int,f,465,0,30,60,53,57
2023,2,30,int,f,473,0,34,28,53,41
2023,2,31,int,f,554,0,31,41,45,38
2023,2,32,int,f,563,0,32,32,45,46
2023,2,33,int,f,589,0,28,31,44,43
2023,2,34,int,f,558,0,27,34,44,36
2023,2,35,int,f,605,0,23,33,36,36
2023,2,36,int,f,615,0,23,26,23,27
2023,2,37,int,f,609,0,24,25,35,32
2023,2,38,int,f,588,0,20,23,35,32
2023,2,39,int,f,624,0,12,18,25,27
2023,2,40,int,f,606,0,17,27,25,25
2023,2,41,int,f,615,0,13,21,21,25
2023,2,42,int,f,577,0,17,24,31,30
2023,2,43,int,f,578,0,17,24,15,19
2023,2,44,int,f,503,0,9,14,15,10
2023,2,45,int,f,547,0,8,27,24,18
2023,2,46,int,f,515,0,13,16,19,20
2023,2,47,int,f,456,0,10,10,23,14
2023,2,48,int,f,487,0,8,9,9,18
2023,2,49,int,f,493,0,12,11,15,19
2023,2,50,int,f,432,0,11,10,9,7
2023,2,51,int,f,442,0,6,11,9,11
2023,2,52,int,f,418,0,10,12,12,12
2023,2,53,int,f,396,0,7,16,16,19
2023,2,54,int,f,397,0,12,3,11,12
2023,2,55,int,f,393,0,9,12,8,10
2023,2,56,int,f,387,0,6,7,14,11
2023,2,57,int,f,341,0,7,7,10,10
2023,2,58,int,f,351,0,9,3,5,6
2023,2,59,int,f,367,0,7,6,7,6
2023,2,60,int,f,317,0,3,8,3,4
2023,2,61,int,f,295,0,5,3,4,5
2023,2,62,int,f,259,0,5,3,7,7
2023,2,63,int,f,269,0,3,3,10,9
2023,2,64,int,f,231,0,3,0,2,5
2023,2,65,int,f,208,0,4,5,8,10
2023,2,66,int,f,179,0,1,1,3,3
2023,2,67,int,f,173,0,1,1,3,3
2023,2,68,int,f,186,0,0,0,5,3
2023,2,69,int,f,192,0,1,1,1,3
2023,2,70,int,f,159,0,2,2,4,3
2023,2,71,int,f,153,0,3,1,2,1
2023,2,72,int,f,161,0,0,1,2,2
2023,2,73,int,f,135,0,3,0,2,0
2023,2,74,int,f,142,0,0,1,1,4
2023,2,75,int,f,119,0,0,1,2,1
2023,2,76,int,f,87,0,1,0,1,3
2023,2,77,int,f,104,0,4,0,2,0
2023,2,78,int,f,75,0,0,0,0,0
2023,2,79,int,f,88,0,0,0,0,1
2023,2,80,int,f,71,0,0,0,3,2
2023,2,81,int,f,86,0,0,0,0,1
2023,2,82,int,f,69,0,0,1,1,1
2023,2,83,int,f,75,0,0,0,1,0
2023,2,84,int,f,79,0,0,1,0,0
2023,2,85,int,f,54,0,1,0,0,2
2023,2,86,int,f,56,0,1,0,0,0
2023,2,87,int,f,26,0,0,1,1,0
2023,2,88,int,f,32,0,0,1,0,0
2023,2,89,int,f,23,0,1,0,1,1
2023,2,90,int,f,23,0,0,0,1,1
2023,2,91,int,f,10,0,0,0,1,1
2023,2,92,int,f,15,0,0,0,0,0
2023,2,93,int,f,8,0,0,0,0,0
2023,2,94,int,f,7,0,0,0,1,1
2023,2,95,int,f,2,0,0,0,0,0
2023,2,96,int,f,6,0,0,0,0,0
2023,2,97,int,f,2,0,0,0,0,0
2023,2,98,int,f,1,0,0,0,0,0
2023,2,99,int,f,0,0,0,0,0,0
2023,2,100,int,f,0,0,0,0,0,0
2024,2,0,ch,m,0,644,8,2,24,16
2024,2,1,ch,m,672,0,23,1,46,58
2024,2,2,ch,m,718,0,22,4,41,39
2024,2,3,ch,m,825,0,23,1,42,29
2024,2,4,ch,m,735,0,17,2,27,31
2024,2,5,ch,m,779,0,12,2,12,16
2024,2,6,ch,m,781,0,7,0,12,12
2024,2,7,ch,m,761,0,7,2,11,6
2024,2,8,ch,m,740,0,4,0,14,11
2024,2,9,ch,m,765,0,7,0,10,12
2024,2,10,ch,m,788,0,5,1,6,10
2024,2,11,ch,m,781,0,4,3,12,13
2024,2,12,ch,m,779,0,4,1,11,9
2024,2,13,ch,m,760,0,3,1,6,6
2024,2,14,ch,m,751,0,3,1,13,8
2024,2,15,ch,m,736,0,2,1,10,10
2024,2,16,ch,m,779,0,5,0,14,15
2024,2,17,ch,m,737,0,3,1,10,13
2024,2,18,ch,m,786,0,5,0,16,11
2024,2,19,ch,m,719,0,5,1,19,18
2024,2,20,ch,m,774,0,16,1,19,31
2024,2,21,ch,m,761,0,22,0,32,37
2024,2,22,ch,m,686,0,28,1,45,42
2024,2,23,ch,m,676,0,19,3,61,53
2024,2,24,ch,m,739,0,27,2,65,70
2024,2,25,ch,m,732,0,32,5,79,70
2024,2,26,ch,m,718,0,47,1,78,77
2024,2,27,ch,m,723,0,36,4,74,92
2024,2,28,ch,m,777,0,39,0,100,86
2024,2,29,ch,m,709,0,49,4,73,81
2024,2,30,ch,m,735,0,38,3,79,85
2024,2,31,ch,m,760,0,50,3,65,69
2024,2,32,ch,m,808,0,37,1,84,77
2024,2,33,ch,m,778,0,38,3,66,74
2024,2,34,ch,m,772,0,37,6,74,51
2024,2,35,ch,m,845,0,31,7,56,56
2024,2,36,ch,m,818,0,28,3,77,57
2024,2,37,ch,m,830,0,38,2,52,57
2024,2,38,ch,m,866,0,24,1,48,49
2024,2,39,ch,m,817,0,17,3,37,55
2024,2,40,ch,m,883,0,20,2,31,41
2024,2,41,ch,m,836,0,19,1,30,34
2024,2,42,ch,m,933,0,20,1,25,20
2024,2,43,ch,m,913,0,13,1,32,32
2024,2,44,ch,m,911,0,13,1,25,23
2024,2,45,ch,m,849,0,19,1,16,18
2024,2,46,ch,m,825,0,12,1,20,23
2024,2,47,ch,m,829,0,10,1,28,16
2024,2,48,ch,m,806,0,12,0,14,18
2024,2,49,ch,m,789,0,6,1,11,23
2024,2,50,ch,m,872,0,8,1,14,17
2024,2,51,ch,m,868,0,7,0,20,23
2024,2,52,ch,m,851,0,8,1,19,23
2024,2,53,ch,m,870,0,10,3,21,23
2024,2,54,ch,m,932,0,7,0,26,25
2024,2,55,ch,m,977,0,6,0,21,20
2024,2,56,ch,m,1026,0,17,1,18,31
2024,2,57,ch,m,1050,0,12,0,15,17
2024,2,58,ch,m,1076,0,18,0,16,15
2024,2,59,ch,m,1092,0,5,3,22,16
2024,2,60,ch,m,1040,0,12,2,20,22
2024,2,61,ch,m,1025,0,11,0,19,17
2024,2,62,ch,m,1008,0,6,0,4,11
2024,2,63,ch,m,955,0,5,1,12,8
2024,2,64,ch,m,924,0,8,2,14,10
2024,2,65,ch,m,872,0,10,3,12,9
2024,2,66,ch,m,858,0,7,0,25,22
2024,2,67,ch,m,861,0,8,2,9,5
2024,2,68,ch,m,838,0,2,1,9,16
2024,2,69,ch,m,810,0,2,1,9,11
2024,2,70,ch,m,764,0,4,0,10,12
2024,2,71,ch,m,765,0,2,0,11,10
2024,2,72,ch,m,670,0,4,0,0,4
2024,2,73,ch,m,684,0,4,1,4,5
2024,2,74,ch,m,700,0,2,0,6,11
2024,2,75,ch,m,715,0,4,0,6,8
2024,2,76,ch,m,664,0,2,0,8,8
2024,2,77,ch,m,664,0,1,0,7,10
2024,2,78,ch,m,650,0,4,1,5,9
2024,2,79,ch,m,602,0,2,1,8,2
2024,2,80,ch,m,592,0,2,2,7,9
2024,2,81,ch,m,539,0,3,0,9,8
2024,2,82,ch,m,495,0,0,0,5,7
2024,2,83,ch,m,407,0,0,0,1,5
2024,2,84,ch,m,322,0,1,0,2,1
2024,2,85,ch,m,280,0,0,0,4,7
2024,2,86,ch,m,298,0,1,1,5,2
2024,2,87,ch,m,260,0,1,1,5,3
2024,2,88,ch,m,225,0,1,0,1,4
2024,2,89,ch,m,183,0,0,0,1,1
2024,2,90,ch,m,157,0,0,0,3,2
2024,2,91,ch,m,130,0,0,0,1,3
2024,2,92,ch,m,112,0,0,0,1,0
2024,2,93,ch,m,88,0,0,0,2,2
2024,2,94,ch,m,62,0,0,0,1,1
2024,2,95,ch,m,41,0,0,0,1,1
2024,2,96,ch,m,36,0,0,0,2,0
2024,2,97,ch,m,17,0,0,0,1,0
2024,2,98,ch,m,14,0,0,0,0,0
2024,2,99,ch,m,7,0,0,0,1,1
2024,2,100,ch,m,8,0,0,0,0,0
2024,2,0,ch,f,0,655,11,2,18,20
2024,2,1,ch,f,662,0,36,0,65,62
2024,2,2,ch,f,672,0,16,2,42,42
2024,2,3,ch,f,708,0,23,2,46,39
2024,2,4,ch,f,675,0,13,0,31,30
2024,2,5,ch,f,718,0,8,2,21,18
2024,2,6,ch,f,684,0,9,0,15,14
2024,2,7,ch,f,728,0,9,0,16,18
2024,2,8,ch,f,750,0,10,1,11,21
2024,2,9,ch,f,671,0,3,1,8,9
2024,2,10,ch,f,701,0,8,2,3,5
2024,2,11,ch,f,701,0,6,2,10,8
2024,2,12,ch,f,718,0,4,0,7,7
2024,2,13,ch,f,683,0,3,1,7,11
2024,2,14,ch,f,794,0,3,1,9,14
2024,2,15,ch,f,737,0,6,0,6,7
2024,2,16,ch,f,754,0,4,1,18,14
2024,2,17,ch,f,710,0,6,1,15,12
2024,2,18,ch,f,688,0,7,0,21,16
2024,2,19,ch,f,682,0,10,3,20,24
2024,2,20,ch,f,726,0,27,3,29,34
2024,2,21,ch,f,691,0,25,1,41,46
2024,2,22,ch,f,631,0,37,2,46,52
2024,2,23,ch,f,699,0,37,3,62,64
2024,2,24,ch,f,737,0,50,2,89,87
2024,2,25,ch,f,741,0,58,5,76,86
2024,2,26,ch,f,750,0,53,2,95,106
2024,2,27,ch,f,735,0,48,4,85,97
2024,2,28,ch,f,728,0,59,4,91,86
2024,2,29,ch,f,758,0,52,1,90,96
2024,2,30,ch,f,772,0,38,2,90,93
2024,2,31,ch,f,784,0,38,1,78,67
2024,2,32,ch,f,847,0,43,4,77,65
2024,2,33,ch,f,803,0,38,5,76,63
2024,2,34,ch,f,880,0,38,1,65,53
2024,2,35,ch,f,841,0,32,3,60,40
2024,2,36,ch,f,915,0,23,1,46,54
2024,2,37,ch,f,882,0,16,1,44,39
2024,2,38,ch,f,858,0,19,3,48,45
2024,2,39,ch,f,845,0,19,5,23,26
2024,2,40,ch,f,865,0,21,2,32,35
2024,2,41,ch,f,853,0,11,2,30,30
2024,2,42,ch,f,938,0,12,1,30,28
